,Kernel Name,BIC,s1_ls_converted,s2_ls_converted,pk1_ls_converted,pk1_pr_converted,pk2_ls_converted,pk2_pr_converted,s3_ls_converted,s1_ls_raw,s2_ls_raw,pk1_ls_raw,pk1_pr_raw,pk2_ls_raw,pk2_pr_raw,s3_ls_raw,add_scale1_K1,add_scale2_K2,add_period1_K3,scale3_mult_K4,scale3_mult_K4
10,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1387.4259033203125,6486.422530138934,96.69719380471442,3796.060472770974,50.2747498601675,6332.739902637623,5299.401541392009,5045.771119506271,1.708418607711792,0.025468474254012108,0.9998208284378052,0.013241554610431194,1.6679410934448242,1.3957765102386475,1.3289743661880493,RBF,Mat2.5,Per_Month,Per_Arb,RBF
11,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1382.9034423828125,6464.660291601111,96.73149998320474,9923.16618544967,45.15124126551328,6311.3306973775225,5273.936074292218,5030.241728747333,1.7026867866516113,0.025477509945631027,2.6136012077331543,0.01189210545271635,1.6623022556304932,1.3890693187713623,1.3248841762542725,RBF,Mat2.5,Per_Month,Per_Arb,RBF
12,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1390.6993408203125,6471.4557295905215,96.70657832313468,6590.785503528737,47.346804864980555,6300.598485734728,5238.036210801866,5012.350635881777,1.7044765949249268,0.025470945984125137,1.7359061241149902,0.012470381334424019,1.659475564956665,1.3796138763427734,1.3201719522476196,RBF,Mat2.5,Per_Month,Per_Arb,RBF
13,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1386.7471923828125,6510.102010938856,96.74514183402061,3073.208769091853,56.49581218317703,6350.464436213176,5329.192118750679,5060.402991047612,1.7146553993225098,0.025481102988123894,0.8094334006309509,0.01488008163869381,1.6726094484329224,1.4036228656768799,1.332828164100647,RBF,Mat2.5,Per_Month,Per_Arb,RBF
14,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1382.255126953125,6461.632804941248,96.70693899415159,10107.240452095315,45.148069482158725,6306.138845161156,5294.814371815434,5023.8228595874925,1.7018893957138062,0.025471040979027748,2.662083387374878,0.01189127005636692,1.6609348058700562,1.3945683240890503,1.3231935501098633,RBF,Mat2.5,Per_Month,Per_Arb,RBF
15,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1389.2071533203125,6474.796420132672,96.6859917872482,6643.311876579567,47.32709171871344,6317.736893547906,5457.533746012935,5031.452904453984,1.705356478691101,0.025465523824095726,1.749740719795227,0.012465189211070538,1.663989543914795,1.437425971031189,1.3252031803131104,RBF,Mat2.5,Per_Month,Per_Arb,RBF
16,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1405.039306640625,6484.302520045528,96.7260121261632,5684.349480028505,54.63339191564807,6326.5677041654235,5325.0068639825895,5036.574150014806,1.7078602313995361,0.025476064532995224,1.497165560722351,0.014389550313353539,1.6663154363632202,1.4025205373764038,1.3265520334243774,RBF,Mat2.5,Per_Month,Per_Arb,RBF
17,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1397.4757080078125,6468.59253918683,96.6491821275817,3208.1595866591847,52.55555204329667,6319.228685449671,5310.994611104329,5016.177426090947,1.7037224769592285,0.02545582875609398,0.8449772596359253,0.013842280954122543,1.6643824577331543,1.3988299369812012,1.3211798667907715,RBF,Mat2.5,Per_Month,Per_Arb,RBF
18,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1399.8936767578125,6469.310373518202,96.75215723889845,6289.912439982097,48.62015742615417,6311.222071753607,5461.171799200552,5023.973125033908,1.703911542892456,0.02548295073211193,1.656661033630371,0.012805761769413948,1.662273645401001,1.4383841753005981,1.3232331275939941,RBF,Mat2.5,Per_Month,Per_Arb,RBF
19,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1383.4884033203125,6458.926669085467,96.67618294998452,10191.835372359665,45.1685640822958,6305.5174160710085,5320.784042852896,5021.7449419233535,1.701176643371582,0.025462940335273743,2.6843643188476562,0.011896668002009392,1.660771131515503,1.401408314704895,1.3226462602615356,RBF,Mat2.5,Per_Month,Per_Arb,RBF
20,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1392.1612548828125,6470.590345453333,96.63300143568604,6619.314665829694,42.36272744227339,6303.43316191214,5502.308322977136,5014.729537045514,1.7042486667633057,0.02545156702399254,1.7434202432632446,0.011157656088471413,1.6602221727371216,1.4492188692092896,1.3207985162734985,RBF,Mat2.5,Per_Month,Per_Arb,RBF
21,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1389.0802001953125,6469.692373628969,96.64590072852594,6581.769576743797,47.357731075198565,6325.5719692795365,5287.325087653267,5012.293154822456,1.704012155532837,0.025454964488744736,1.7335314750671387,0.01247325912117958,1.6660531759262085,1.3925957679748535,1.3201568126678467,RBF,Mat2.5,Per_Month,Per_Arb,RBF
22,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1402.042236328125,6453.09166265417,96.62766916222041,8815.293447141294,48.15072995369081,6302.083941141765,5209.666366082651,5011.599308649699,1.6996397972106934,0.02545016258955002,2.321805477142334,0.012682122178375721,1.6598668098449707,1.372141718864441,1.3199740648269653,RBF,Mat2.5,Per_Month,Per_Arb,RBF
23,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1400.1700439453125,6475.1440221292005,96.71602648938143,5949.659872125696,48.644364816171155,6324.019528071086,5374.229207639341,5032.915729522705,1.705448031425476,0.02547343447804451,1.5670440196990967,0.012812137603759766,1.6656442880630493,1.41548490524292,1.3255884647369385,RBF,Mat2.5,Per_Month,Per_Arb,RBF
24,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1388.0460205078125,6464.835450419673,96.62646692549741,6589.51729936953,47.352639249077555,6310.205969563237,5319.137459437053,5019.974796860306,1.7027329206466675,0.02544984593987465,1.735572099685669,0.012471918016672134,1.6620060205459595,1.4009746313095093,1.3221800327301025,RBF,Mat2.5,Per_Month,Per_Arb,RBF
25,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1388.0401611328125,6456.364462181374,96.62211765735238,6555.384412694861,47.36341341170999,6299.089947382609,5316.815134119105,5003.216126124064,1.700501799583435,0.025448700413107872,1.7265820503234863,0.012474755756556988,1.6590782403945923,1.4003629684448242,1.3177660703659058,RBF,Mat2.5,Per_Month,Per_Arb,RBF
26,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1376.289306640625,6461.66675044872,96.57042855024338,6497.847682740953,37.21244432859951,6307.590807667485,5191.947263788295,5021.46070487411,1.7018983364105225,0.025435086339712143,1.7114278078079224,0.00980115495622158,1.661317229270935,1.3674747943878174,1.3225713968276978,RBF,Mat2.5,Per_Month,Per_Arb,RBF
27,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1381.7491455078125,6453.871956719293,96.62170041048968,10071.186702304416,45.153995802005134,6304.526207252785,5425.51996421814,5007.785644036752,1.699845314025879,0.025448590517044067,2.652587413787842,0.011892830953001976,1.6605100631713867,1.428994059562683,1.3189696073532104,RBF,Mat2.5,Per_Month,Per_Arb,RBF
28,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1397.923095703125,6475.881318551524,96.63497451830794,3441.57387472082,57.184601889716255,6321.633837805854,5329.695870081584,5021.352984463727,1.7056422233581543,0.025452086701989174,0.9064548015594482,0.015061497688293457,1.6650159358978271,1.40375554561615,1.3225430250167847,RBF,Mat2.5,Per_Month,Per_Arb,RBF
29,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1386.2384033203125,6501.036297409623,96.6374497115612,3258.22038435053,56.55310937099986,6353.871207343207,5343.114302882442,5047.6209233601885,1.7122676372528076,0.025452738627791405,0.8581624627113342,0.014895172789692879,1.673506736755371,1.407289743423462,1.3294615745544434,RBF,Mat2.5,Per_Month,Per_Arb,RBF
30,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1386.682861328125,6491.494441562229,96.63348233037526,2998.0303326006288,56.48874020245341,6335.972872769391,5290.18420459606,5046.328278435601,1.709754467010498,0.025451693683862686,0.7896326184272766,0.014878218993544579,1.6687926054000854,1.3933488130569458,1.3291211128234863,RBF,Mat2.5,Per_Month,Per_Arb,RBF
31,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1392.2481689453125,6478.716447335703,96.62457163466348,3345.05819744534,56.63093651886339,6321.7506103515625,5415.869935353597,5031.273672174525,1.7063889503479004,0.025449346750974655,0.8810341358184814,0.014915671199560165,1.6650466918945312,1.426452398300171,1.3251559734344482,RBF,Mat2.5,Per_Month,Per_Arb,RBF
32,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1399.9415283203125,6493.785537013301,96.6589061010767,5488.7975583959515,48.62976824795758,6331.276172355369,5377.659966927988,5046.251335285328,1.710357904434204,0.02545838989317417,1.4456603527069092,0.012808293104171753,1.667555570602417,1.4163885116577148,1.3291008472442627,RBF,Mat2.5,Per_Month,Per_Arb,RBF
33,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1384.2491455078125,6486.432034881026,96.53533030991201,3643.9148978480584,50.26162072795409,6322.334020473339,5407.569127259431,5035.614623670225,1.7084211111068726,0.02542584203183651,0.9597481489181519,0.013238096609711647,1.6652003526687622,1.4242660999298096,1.3262993097305298,RBF,Mat2.5,Per_Month,Per_Arb,RBF
34,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1390.9385986328125,6456.304265481455,96.55634823662264,9068.016392460575,36.0085775140259,6304.074053093239,5254.507023634734,5020.142713970608,1.7004859447479248,0.025431377813220024,2.388368606567383,0.00948407594114542,1.6603909730911255,1.383952021598816,1.3222242593765259,RBF,Mat2.5,Per_Month,Per_Arb,RBF
35,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1380.1661376953125,6477.226013254236,96.54362574330082,8714.746854005036,35.62248272641941,6314.554615373964,5195.35720316569,5032.833355091237,1.7059963941574097,0.025428026914596558,2.295323133468628,0.009382384829223156,1.6631513833999634,1.368372917175293,1.3255667686462402,RBF,Mat2.5,Per_Month,Per_Arb,RBF
36,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1392.4327392578125,6478.124437685366,96.53178017558876,7006.66096772088,42.333580273720955,6318.056886531688,5432.418143943504,5038.099434817279,1.706233024597168,0.025424906983971596,1.8454409837722778,0.011149979196488857,1.6640738248825073,1.4308109283447266,1.3269537687301636,RBF,Mat2.5,Per_Month,Per_Arb,RBF
37,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1393.5382080078125,6468.49206048471,96.59965704657412,10657.823910324661,43.090405970811844,6313.4706221686465,5423.761586931017,5036.362782654939,1.7036960124969482,0.025442784652113914,2.807098150253296,0.011349314823746681,1.6628658771514893,1.4285309314727783,1.3264963626861572,RBF,Mat2.5,Per_Month,Per_Arb,RBF
38,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1393.2852783203125,6465.4396804527,96.59451571658805,10781.791998404044,43.08972352467202,6309.993696989837,5313.408362989073,5027.183012220595,1.7028920650482178,0.025441430509090424,2.839749336242676,0.01134913507848978,1.6619501113891602,1.3994656801223755,1.3240785598754883,RBF,Mat2.5,Per_Month,Per_Arb,RBF
39,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1384.5577392578125,6494.024513385914,96.56844839564076,3001.135667624297,56.55649331377612,6340.82708033809,5441.831912076032,5035.831422311288,1.710420846939087,0.02543456479907036,0.7904505133628845,0.014896064065396786,1.6700711250305176,1.4332903623580933,1.3263564109802246,RBF,Mat2.5,Per_Month,Per_Arb,RBF
40,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1392.4678955078125,6468.6998069904475,96.582465061435,10712.214570645932,43.08589404711017,6310.031715958207,5230.897244276824,5029.0215009053545,1.703750729560852,0.025438256561756134,2.8214237689971924,0.011348126456141472,1.6619601249694824,1.377733588218689,1.3245627880096436,RBF,Mat2.5,Per_Month,Per_Arb,RBF
41,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1381.0645751953125,6468.875418415776,96.53571219687109,10028.308547691062,45.14752493964301,6311.0817636560505,5524.942734753644,5035.644043110035,1.7037969827651978,0.025425942614674568,2.641294002532959,0.01189112663269043,1.6622366905212402,1.4551804065704346,1.3263070583343506,RBF,Mat2.5,Per_Month,Per_Arb,RBF
42,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1380.840087890625,6460.427513122559,96.52839269682214,10015.658188572635,45.142715992750944,6303.551292278148,5227.117977778117,5015.99909902502,1.7015719413757324,0.025424014776945114,2.6379621028900146,0.011889860033988953,1.6602532863616943,1.37673819065094,1.3211328983306885,RBF,Mat2.5,Per_Month,Per_Arb,RBF
43,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1387.166259765625,6474.739391680117,96.51272118753856,6455.55112782231,47.34471509467673,6323.58819382279,5332.67130696332,5041.499416845816,1.7053414583206177,0.02541988715529442,1.7002875804901123,0.012469830922782421,1.6655306816101074,1.4045392274856567,1.327849268913269,RBF,Mat2.5,Per_Month,Per_Arb,RBF
44,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1384.3214111328125,6486.276790760182,96.54095253458729,3356.8203157848784,56.53460199744614,6324.586644349274,5479.473406403154,5041.855618370903,1.7083802223205566,0.02542732283473015,0.8841320872306824,0.014890298247337341,1.6657936573028564,1.4432045221328735,1.3279430866241455,RBF,Mat2.5,Per_Month,Per_Arb,RBF
45,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1392.3477783203125,6471.246172657719,96.55423371438627,10826.59554220129,43.09002408385277,6320.393695266158,5369.962483653316,5039.779963740596,1.7044214010238647,0.025430820882320404,2.8515498638153076,0.011349214240908623,1.664689302444458,1.4143611192703247,1.3273963928222656,RBF,Mat2.5,Per_Month,Per_Arb,RBF
46,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1401.8721923828125,6493.199863857692,96.53407856932392,6287.621344531024,54.63024842021642,6341.868075900608,5335.238492541843,5054.634065204196,1.7102036476135254,0.025425512343645096,1.656057596206665,0.014388722367584705,1.6703453063964844,1.4052153825759888,1.3313087224960327,RBF,Mat2.5,Per_Month,Per_Arb,RBF
47,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1385.7784423828125,6475.5020340813535,96.48750250427811,6335.126498116388,47.34926945026274,6314.811243410463,5376.366869396634,5031.356046605993,1.7055423259735107,0.02541324496269226,1.6685696840286255,0.012471030466258526,1.6632189750671387,1.4160479307174683,1.3251776695251465,RBF,Mat2.5,Per_Month,Per_Arb,RBF
48,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1390.220947265625,6457.3543131792985,96.47299787181394,8919.468136116311,35.993114628173686,6307.899032875343,5474.983547281336,5020.841538817795,1.7007625102996826,0.025409424677491188,2.349243402481079,0.009480003267526627,1.6613984107971191,1.4420219659805298,1.3224083185195923,RBF,Mat2.5,Per_Month,Per_Arb,RBF
49,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1373.0704345703125,6484.026429918077,96.52958786156442,5062.752020164772,55.73572630297255,6321.454152919628,5206.04098588449,5037.322308999521,1.7077875137329102,0.025424329563975334,1.3334468603134155,0.01467988733202219,1.6649686098098755,1.3711868524551392,1.3267490863800049,RBF,Mat2.5,Per_Month,Per_Arb,RBF
50,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1390.1407470703125,6453.246001561482,96.46302637899363,8961.13783066361,36.01968759574272,6300.717973921034,5435.127900653415,5011.675799193205,1.6996804475784302,0.025406798347830772,2.3602185249328613,0.009487002156674862,1.6595070362091064,1.431524634361267,1.3199942111968994,RBF,Mat2.5,Per_Month,Per_Arb,RBF
51,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1386.7559814453125,6472.3346919307005,96.46612390655058,6375.9457445497865,47.36874568517561,6324.765424021968,5201.151474988019,5029.0368895354095,1.7047080993652344,0.025407614186406136,1.6793208122253418,0.012476160190999508,1.665840744972229,1.369899034500122,1.3245668411254883,RBF,Mat2.5,Per_Month,Per_Arb,RBF
52,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1386.0216064453125,6462.376437858299,96.45956818041977,6374.587019037317,47.35671624596472,6315.036641580088,5214.914794144807,5021.333069766009,1.702085256576538,0.0254058875143528,1.6789629459381104,0.012472991831600666,1.663278341293335,1.3735240697860718,1.3225377798080444,RBF,Mat2.5,Per_Month,Per_Arb,RBF
53,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1364.288330078125,6484.6999087863505,96.42779377102852,1693.0584364290592,49.60002278729721,6319.179803918909,5371.165059831407,5030.872209972806,1.7079648971557617,0.025397518649697304,0.44592416286468506,0.013063842430710793,1.6643695831298828,1.4146778583526611,1.3250502347946167,RBF,Mat2.5,Per_Month,Per_Arb,RBF
54,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1391.4600830078125,6453.102525216563,96.43534664644136,11055.824575494837,44.55888862411181,6303.198711607191,5250.110401506777,5007.704627425583,1.6996426582336426,0.025399507954716682,2.9119250774383545,0.011736089363694191,1.6601604223251343,1.3827940225601196,1.3189482688903809,RBF,Mat2.5,Per_Month,Per_Arb,RBF
55,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1387.229736328125,6495.175944999412,96.4876793037962,2718.2374291949805,56.45960717786241,6340.732938130696,5275.025046171965,5052.970282731233,1.710724115371704,0.02541329152882099,0.7159397006034851,0.014870545826852322,1.670046329498291,1.3893561363220215,1.330870509147644,RBF,Mat2.5,Per_Month,Per_Arb,RBF
56,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1389.7794189453125,6492.814242892796,96.4772905641132,3159.9139684041343,56.44050929391826,6331.018186498572,5517.892026548033,5054.180100617586,1.7101020812988281,0.02541055530309677,0.8322701454162598,0.014865515753626823,1.667487621307373,1.4533233642578125,1.3311891555786133,RBF,Mat2.5,Per_Month,Per_Arb,RBF
57,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1379.4561767578125,6457.465654443811,96.44536057114601,9995.128850866247,45.14847258505998,6309.511218176947,5522.347487555609,5013.851932525635,1.700791835784912,0.025402145460247993,2.6325550079345703,0.011891376227140427,1.661823034286499,1.4544968605041504,1.3205673694610596,RBF,Mat2.5,Per_Month,Per_Arb,RBF
58,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1378.917236328125,6452.997520446777,96.4432319049482,10031.203420568396,45.14966774980227,6308.997056890417,5284.986921098497,5018.404251381203,1.6996150016784668,0.025401584804058075,2.642056465148926,0.011891691014170647,1.6616876125335693,1.3919799327850342,1.3217663764953613,RBF,Mat2.5,Per_Month,Per_Arb,RBF
59,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1380.4385986328125,6463.569056687531,96.42939911065277,10061.802353611698,45.139059778716835,6307.346852620442,5154.519852461638,5021.959024923819,1.7023993730545044,0.02539794147014618,2.650115728378296,0.0118888970464468,1.6612529754638672,1.3576170206069946,1.3227026462554932,RBF,Mat2.5,Per_Month,Per_Arb,RBF
60,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,1391.563720703125,6450.875699926306,96.46907999449307,10954.179053129972,43.08649516547168,6317.3155166484685,5426.952464633518,5016.244864499127,1.6990561485290527,0.025408392772078514,2.885153293609619,0.011348284780979156,1.6638785600662231,1.4293713569641113,1.3211976289749146,RBF,Mat2.5,Per_Month,Per_Arb,RBF
