BIC,Unnamed: 0,Kernel Name,s1_ls_converted,s2_ls_converted,pk1_ls_converted,pk1_pr_converted,pk2_ls_converted,pk2_pr_converted,s3_ls_converted,s1_ls_raw,s2_ls_raw,pk1_ls_raw,pk1_pr_raw,pk2_ls_raw,pk2_pr_raw,s3_ls_raw,add_scale1_K1,add_scale2_K2,add_period1_K3,scale3_mult_K4,scale3_mult_K4.1
-2178.580078125,0,RBFplusMat2.5plusPer_MonthplusRBFxPer_Arb_exact_gp,13081.849968662968,10709.527896881104,11335.792637719049,30.75820465717051,0.1775481397376602,1104.7640087339612,431.183473666509,3.445547342300415,2.820716142654419,2.985664129257202,0.0081012127920985,4.676330354413949e-05,0.2909769415855407,0.1135667413473129,RBF,Mat2.5,Per_Month,Per_Arb,RBF
