,1,1,3,3,5,5,7,7,9,9,11,11,11,13,13,13,15,15,15,17,17,17,17,19,19,19,19,19,19,19,21,21,21,21,21,21,23,23,23,23
0,'kernels.0.raw_outputscale','raw_outputscale','base_kernel.kernels.0.raw_lengthscale','kernels.0.base_kernel.kernels.0.raw_lengthscale','base_kernel.kernels.0.raw_period','kernels.0.base_kernel.kernels.0.raw_period','base_kernel.kernels.1.raw_lengthscale','kernels.0.base_kernel.kernels.1.raw_lengthscale',nan,'kernels.1.raw_outputscale',nan,'kernels.1.base_kernel.kernels.0.raw_lengthscale','kernels.1.base_kernel.raw_lengthscale',nan,'kernels.1.base_kernel.kernels.0.raw_alpha','kernels.1.base_kernel.raw_alpha',nan,'kernels.1.base_kernel.kernels.1.raw_lengthscale','kernels.2.raw_outputscale',nan,'kernels.1.base_kernel.kernels.1.raw_alpha','kernels.2.base_kernel.raw_lengthscale','kernels.2.base_kernel.raw_offset',nan,'kernels.1.base_kernel.kernels.2.raw_lengthscale','kernels.1.base_kernel.kernels.2.raw_offset','kernels.2.base_kernel.raw_alpha','kernels.2.base_kernel.raw_period','kernels.2.base_kernel.raw_period_length','kernels.2.raw_outputscale',nan,'kernels.1.base_kernel.kernels.2.raw_alpha','kernels.1.base_kernel.kernels.2.raw_period','kernels.1.base_kernel.kernels.2.raw_period_length','kernels.2.base_kernel.raw_lengthscale','kernels.2.base_kernel.raw_offset',nan,'kernels.2.base_kernel.raw_alpha','kernels.2.base_kernel.raw_period','kernels.2.base_kernel.raw_period_length'
0,,0.07675516605377197,0.00040018546860665083,,0.0013648740714415908,,1.8466086387634277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.07675046473741531,0.00040018669096753,,0.0013647509040310979,,1.8504586219787598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.03936178237199783,,,0.0006189056439325213,,0.0007741908193565905,,1.8865017890930176,,6.874964237213135,,,0.007907925173640251,,,0.0011616807896643877,,,,,,,,,,,,,,,,,,,,,,,,
3,0.042164966464042664,,,0.0006193289300426841,,0.0007870504050515592,,1.8856867551803589,,6.381486415863037,,,0.009231120347976685,,,0.0012239573989063501,,,,,,,,,,,,,,,,,,,,,,,,
4,0.021313680335879326,,,0.0022321143187582493,,0.0007917227922007442,,1.8574177026748657,,6.168246269226074,,,0.005049614701420069,,,0.0012450253125280142,,,6.168246269226074,,,0.005049614701420069,,,,,0.0012450253125280142,,,,,,,,,,,,,
5,0.046135805547237396,,,0.0005406432319432497,,0.0008337651379406452,,1.879513144493103,,6.262175559997559,,,0.012706097215414047,,,0.0010794511763378978,,,0.04752179980278015,,,2.2066824436187744,,,,,,,,,,,,,,,,,,
6,0.011465348303318024,,,0.0016839206218719482,,0.0005141650908626616,,1.867492914199829,,0.0011658980511128902,,,2.254570245742798,,,0.9203136563301086,,,0.07411184161901474,,,0.0005396319320425391,,,,,,,,,,,,,,,,,,
7,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,,,,,,,,,,,,,,,,
8,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,,,,,,,,,,,,,,,,
9,0.010687374509871006,,,0.004105318337678909,,0.001790195587091148,,1.8634865283966064,,5.925206184387207,,,0.01648898236453533,,,0.0010992095340043306,,,0.03719310089945793,,,0.0005475995712913573,,,,,,0.0007442928035743535,,,,,,,,,,,,
10,0.05776013806462288,,,0.0004628991009667516,,0.0009980748873203993,,1.9383355379104614,,0.008828788995742798,,,1.3939013481140137,,,1.1111615896224976,,,5.94403600692749,,,,0.00032456073677167296,,,,,,,,,,,,,,,,,
11,0.08141917735338211,,,0.057226795703172684,,0.0016817905707284808,,1.9199236631393433,,4.612241268157959,,,0.004972716793417931,,,0.003577657975256443,,,0.009118685498833656,,,0.3451785147190094,,,,,,,0.4885143041610718,,,,,,,,,,,
12,0.03865236043930054,,,0.000707632745616138,,0.0007637724047526717,,1.8758690357208252,,6.344164848327637,,,0.006927396170794964,,,0.0013174391351640224,,,0.014926685020327568,,,2.2362427711486816,,,,,,,0.0963071659207344,,,,,,,,,,,
13,0.041094888001680374,,,0.0007256438257172704,,0.0007673550280742347,,1.8904438018798828,,6.627262592315674,,,0.008576811291277409,,,0.0012318664230406284,,,0.007940586656332016,,,0.8284807205200195,,,,,,,0.031885530799627304,,,,,,,,,,,
14,0.042806148529052734,,,0.0005957404500804842,,0.0007963916868902743,,1.8928537368774414,,6.381604194641113,,,0.010296809487044811,,,0.001167149399407208,,,0.013684113509953022,,,1.8145450353622437,,,,,,,0.012476311065256596,,,,,,,,,,,
15,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,,,,,nan,,,,,,,,,,,
