,0,1,2,3
13,"(0, 13)",AR2*RFF+Per_Unbounded,5721.0380859375,"[['kernels.0.raw_outputscale', 0.644440233707428], ['kernels.0.base_kernel.kernels.0.raw_lengthscale', 0.7445916533470154], ['kernels.0.base_kernel.kernels.0.raw_period', 0.002430936088785529], ['kernels.0.base_kernel.kernels.1.raw_lengthscale', 0.7441366314888], ['kernels.1.raw_outputscale', 0.6443020105361938], ['kernels.1.base_kernel.raw_lengthscale', 0.6743733286857605], ['kernels.1.base_kernel.raw_period_length', 0.654462993144989]]"
14,"(0, 14)",AR2*RFF*RFF,5707.7080078125,"[['raw_outputscale', 0.6444381475448608], ['base_kernel.kernels.0.raw_lengthscale', 0.7445950508117676], ['base_kernel.kernels.0.raw_period', 0.0024312131572514772], ['base_kernel.kernels.1.raw_lengthscale', 0.7441850900650024], ['base_kernel.kernels.2.raw_lengthscale', 0.7441596984863281]]"
15,"(0, 15)",AR2*RFF*RQ,5712.1845703125,"[['raw_outputscale', 0.6444380879402161], ['base_kernel.kernels.0.raw_lengthscale', 0.7445952296257019], ['base_kernel.kernels.0.raw_period', 0.0024312033783644438], ['base_kernel.kernels.1.raw_lengthscale', 0.7441836595535278], ['base_kernel.kernels.2.raw_lengthscale', 0.7445107102394104], ['base_kernel.kernels.2.raw_alpha', 0.7399327158927917]]"
16,"(0, 16)",AR2*RFF*RBF,5707.72412109375,"[['raw_outputscale', 0.6444382667541504], ['base_kernel.kernels.0.raw_lengthscale', 0.7445951700210571], ['base_kernel.kernels.0.raw_period', 0.002431025728583336], ['base_kernel.kernels.1.raw_lengthscale', 0.7441347241401672], ['base_kernel.kernels.2.raw_lengthscale', 0.744512140750885]]"
17,"(0, 17)",AR2*RFF*Mat_2.5,5708.03076171875,"[['raw_outputscale', 0.6444382071495056], ['base_kernel.kernels.0.raw_lengthscale', 0.7445953488349915], ['base_kernel.kernels.0.raw_period', 0.0024310157168656588], ['base_kernel.kernels.1.raw_lengthscale', 0.7441631555557251], ['base_kernel.kernels.2.raw_lengthscale', 0.7445285320281982]]"
18,"(0, 18)",AR2*RFF*Mat_1.5,5708.63232421875,"[['raw_outputscale', 0.6444379091262817], ['base_kernel.kernels.0.raw_lengthscale', 0.7445966005325317], ['base_kernel.kernels.0.raw_period', 0.0024311214219778776], ['base_kernel.kernels.1.raw_lengthscale', 0.7441956996917725], ['base_kernel.kernels.2.raw_lengthscale', 0.7445286512374878]]"
19,"(0, 19)",AR2*RFF*Mat_0.5,5732.57470703125,"[['raw_outputscale', 0.6444309949874878], ['base_kernel.kernels.0.raw_lengthscale', 0.7446108460426331], ['base_kernel.kernels.0.raw_period', 0.0024288902059197426], ['base_kernel.kernels.1.raw_lengthscale', 0.744128942489624], ['base_kernel.kernels.2.raw_lengthscale', 0.7446016073226929]]"
20,"(0, 20)",AR2*RFF*AR2,5719.814453125,"[['raw_outputscale', 0.644483745098114], ['base_kernel.kernels.0.raw_lengthscale', 0.7445142269134521], ['base_kernel.kernels.0.raw_period', 0.0025329336058348417], ['base_kernel.kernels.1.raw_lengthscale', 0.7440287470817566], ['base_kernel.kernels.2.raw_lengthscale', 0.7445139288902283], ['base_kernel.kernels.2.raw_period', 0.0025372260715812445]]"
21,"(0, 21)",AR2*RFF*Min,5704.05908203125,"[['raw_outputscale', 0.6444220542907715], ['base_kernel.kernels.0.raw_lengthscale', 0.7445391416549683], ['base_kernel.kernels.0.raw_period', 0.0024302450474351645], ['base_kernel.kernels.1.raw_lengthscale', 0.744057834148407], ['base_kernel.kernels.2.raw_offset', 0.09053444117307663]]"
22,"(0, 22)",AR2*RFF*Per_Arb,5734.939453125,"[['raw_outputscale', 0.6444458961486816], ['base_kernel.kernels.0.raw_lengthscale', 0.7446010112762451], ['base_kernel.kernels.0.raw_period', 0.002483339747413993], ['base_kernel.kernels.1.raw_lengthscale', 0.7441431879997253], ['base_kernel.kernels.2.raw_lengthscale', 0.7445624470710754], ['base_kernel.kernels.2.raw_period_length', 0.4986356198787689]]"
23,"(0, 23)",AR2*RFF*Per_Year,5787.17431640625,"[['raw_outputscale', 0.6444394588470459], ['base_kernel.kernels.0.raw_lengthscale', 0.7446805834770203], ['base_kernel.kernels.0.raw_period', 0.0024949864018708467], ['base_kernel.kernels.1.raw_lengthscale', 0.7441245913505554], ['base_kernel.kernels.2.raw_lengthscale', 0.7444614171981812], ['base_kernel.kernels.2.raw_period_length', 0.10187362879514694]]"
24,"(0, 24)",AR2*RFF*Per_Season,5796.74462890625,"[['raw_outputscale', 0.6444826126098633], ['base_kernel.kernels.0.raw_lengthscale', 0.7445825338363647], ['base_kernel.kernels.0.raw_period', 0.002578970743343234], ['base_kernel.kernels.1.raw_lengthscale', 0.7440894842147827], ['base_kernel.kernels.2.raw_lengthscale', 0.7442933917045593], ['base_kernel.kernels.2.raw_period_length', 0.030147995799779892]]"
25,"(0, 25)",AR2*RFF*Per_Month,5796.32470703125,"[['raw_outputscale', 0.6444852352142334], ['base_kernel.kernels.0.raw_lengthscale', 0.7445166707038879], ['base_kernel.kernels.0.raw_period', 0.002669842215254903], ['base_kernel.kernels.1.raw_lengthscale', 0.744240403175354], ['base_kernel.kernels.2.raw_lengthscale', 0.7447047233581543], ['base_kernel.kernels.2.raw_period_length', 0.008272328414022923]]"
26,"(0, 26)",AR2*RFF*Per_Week,5841.765625,"[['raw_outputscale', 0.6444330215454102], ['base_kernel.kernels.0.raw_lengthscale', 0.7445709109306335], ['base_kernel.kernels.0.raw_period', 0.0024443601723760366], ['base_kernel.kernels.1.raw_lengthscale', 0.7441995143890381], ['base_kernel.kernels.2.raw_lengthscale', 0.7446123361587524], ['base_kernel.kernels.2.raw_period_length', 0.0018285622354596853]]"
27,"(0, 27)",AR2*RFF*Per_Unbounded,5725.36181640625,"[['raw_outputscale', 0.6444367170333862], ['base_kernel.kernels.0.raw_lengthscale', 0.7446326017379761], ['base_kernel.kernels.0.raw_period', 0.002435695379972458], ['base_kernel.kernels.1.raw_lengthscale', 0.744101345539093], ['base_kernel.kernels.2.raw_lengthscale', 0.7441438436508179], ['base_kernel.kernels.2.raw_period_length', 0.7441640496253967]]"
