,time,wind_dir,wind_spd,gust,wave_height,dominant_wpd,average_wpd,mean_wave_dir,air_pressure,air_temperature,sea_surface_temperature,dewpt_temperature,visibility,water_level
0,1640996736.0,999.0,99.0,99.0,2.25,7.139999866485596,5.739999771118164,258.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
1,1640998528.0,999.0,99.0,99.0,2.2200000286102295,7.139999866485596,5.559999942779541,260.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
2,1641000320.0,999.0,99.0,99.0,2.450000047683716,7.139999866485596,5.909999847412109,265.0,9999.0,999.0,14.5,999.0,99.0,99.0
3,1641002112.0,999.0,99.0,99.0,2.240000009536743,6.670000076293945,5.630000114440918,272.0,9999.0,999.0,14.5,999.0,99.0,99.0
4,1641003904.0,999.0,99.0,99.0,2.4000000953674316,7.139999866485596,5.869999885559082,268.0,9999.0,999.0,14.5,999.0,99.0,99.0
5,1641005824.0,999.0,99.0,99.0,2.2899999618530273,7.139999866485596,5.949999809265137,271.0,9999.0,999.0,14.5,999.0,99.0,99.0
6,1641007616.0,999.0,99.0,99.0,2.4000000953674316,7.690000057220459,6.019999980926514,265.0,9999.0,999.0,14.5,999.0,99.0,99.0
7,1641009408.0,999.0,99.0,99.0,2.3399999141693115,7.690000057220459,6.230000019073486,264.0,9999.0,999.0,14.5,999.0,99.0,99.0
8,1641011200.0,999.0,99.0,99.0,2.3299999237060547,7.690000057220459,6.139999866485596,267.0,9999.0,999.0,14.5,999.0,99.0,99.0
9,1641012992.0,999.0,99.0,99.0,2.4200000762939453,7.139999866485596,6.179999828338623,271.0,9999.0,999.0,14.5,999.0,99.0,99.0
10,1641014784.0,999.0,99.0,99.0,2.3299999237060547,7.139999866485596,6.320000171661377,278.0,9999.0,999.0,14.5,999.0,99.0,99.0
11,1641016576.0,999.0,99.0,99.0,2.0199999809265137,7.690000057220459,5.960000038146973,267.0,9999.0,999.0,14.5,999.0,99.0,99.0
12,1641018368.0,999.0,99.0,99.0,2.1500000953674316,7.139999866485596,6.199999809265137,268.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
13,1641020160.0,999.0,99.0,99.0,2.1500000953674316,7.139999866485596,6.119999885559082,275.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
14,1641021952.0,999.0,99.0,99.0,1.9600000381469727,7.690000057220459,6.03000020980835,272.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
15,1641023744.0,999.0,99.0,99.0,2.009999990463257,7.139999866485596,6.230000019073486,272.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
16,1641025536.0,999.0,99.0,99.0,1.9600000381469727,7.690000057220459,6.360000133514404,274.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
17,1641027328.0,999.0,99.0,99.0,1.7899999618530273,6.670000076293945,6.099999904632568,274.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
18,1641029120.0,999.0,99.0,99.0,1.7799999713897705,7.690000057220459,6.139999866485596,268.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
19,1641030912.0,999.0,99.0,99.0,1.7799999713897705,7.139999866485596,6.440000057220459,269.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
20,1641032704.0,999.0,99.0,99.0,1.690000057220459,7.139999866485596,6.150000095367432,274.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
21,1641034496.0,999.0,99.0,99.0,1.840000033378601,7.139999866485596,6.210000038146973,264.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
22,1641036416.0,999.0,99.0,99.0,1.7799999713897705,7.139999866485596,6.050000190734863,271.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
23,1641038208.0,999.0,99.0,99.0,1.6200000047683716,7.139999866485596,5.849999904632568,267.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
24,1641040000.0,999.0,99.0,99.0,1.659999966621399,7.139999866485596,5.96999979019165,268.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
25,1641041792.0,999.0,99.0,99.0,1.649999976158142,6.670000076293945,5.630000114440918,275.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
26,1641043584.0,999.0,99.0,99.0,1.649999976158142,6.670000076293945,5.829999923706055,265.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
27,1641045376.0,999.0,99.0,99.0,1.5700000524520874,7.139999866485596,5.610000133514404,271.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
28,1641047168.0,999.0,99.0,99.0,1.4800000190734863,6.670000076293945,5.400000095367432,267.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
29,1641048960.0,999.0,99.0,99.0,1.3899999856948853,6.25,5.289999961853027,265.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
30,1641050752.0,999.0,99.0,99.0,1.440000057220459,6.670000076293945,5.360000133514404,268.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
31,1641052544.0,999.0,99.0,99.0,1.3700000047683716,6.670000076293945,5.210000038146973,261.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
32,1641054336.0,999.0,99.0,99.0,1.2999999523162842,6.25,5.119999885559082,267.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
33,1641056128.0,999.0,99.0,99.0,1.2200000286102295,6.670000076293945,5.170000076293945,260.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
34,1641057920.0,999.0,99.0,99.0,1.1799999475479126,6.25,5.489999771118164,271.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
35,1641059712.0,999.0,99.0,99.0,1.1100000143051147,6.25,5.519999980926514,265.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
36,1641061504.0,999.0,99.0,99.0,1.090000033378601,9.09000015258789,5.650000095367432,255.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
37,1641063424.0,999.0,99.0,99.0,1.0099999904632568,10.529999732971191,5.829999923706055,262.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
38,1641065216.0,999.0,99.0,99.0,1.0399999618530273,9.09000015258789,6.010000228881836,257.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
39,1641067008.0,999.0,99.0,99.0,0.9300000071525574,9.09000015258789,6.21999979019165,261.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
40,1641068800.0,999.0,99.0,99.0,0.9200000166893005,9.09000015258789,6.260000228881836,255.0,9999.0,999.0,14.5,999.0,99.0,99.0
41,1641070592.0,999.0,99.0,99.0,0.9300000071525574,9.880000114440918,6.940000057220459,260.0,9999.0,999.0,14.5,999.0,99.0,99.0
42,1641072384.0,999.0,99.0,99.0,0.949999988079071,9.09000015258789,6.849999904632568,252.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
43,1641074176.0,999.0,99.0,99.0,0.8399999737739563,7.690000057220459,6.619999885559082,258.0,9999.0,999.0,14.699999809265137,999.0,99.0,99.0
44,1641075968.0,999.0,99.0,99.0,0.8299999833106995,9.09000015258789,7.03000020980835,250.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
45,1641077760.0,999.0,99.0,99.0,0.8299999833106995,9.880000114440918,7.329999923706055,254.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
46,1641079552.0,999.0,99.0,99.0,0.7799999713897705,9.880000114440918,7.340000152587891,257.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
47,1641081344.0,999.0,99.0,99.0,0.7599999904632568,7.690000057220459,7.130000114440918,248.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
48,1641083136.0,999.0,99.0,99.0,0.8199999928474426,8.329999923706055,7.329999923706055,254.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
49,1641084928.0,999.0,99.0,99.0,0.7799999713897705,8.329999923706055,7.03000020980835,250.0,9999.0,999.0,14.5,999.0,99.0,99.0
50,1641086720.0,999.0,99.0,99.0,0.800000011920929,7.690000057220459,7.25,251.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
51,1641088512.0,999.0,99.0,99.0,0.7900000214576721,9.09000015258789,7.260000228881836,250.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
52,1641090304.0,999.0,99.0,99.0,0.7599999904632568,9.09000015258789,7.309999942779541,251.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
53,1641092096.0,999.0,99.0,99.0,0.7599999904632568,9.09000015258789,7.070000171661377,254.0,9999.0,999.0,14.399999618530273,999.0,99.0,99.0
54,1641094016.0,999.0,99.0,99.0,0.7799999713897705,9.880000114440918,6.840000152587891,247.0,9999.0,999.0,14.199999809265137,999.0,99.0,99.0
55,1641095808.0,999.0,99.0,99.0,0.7200000286102295,15.380000114440918,6.539999961853027,224.0,9999.0,999.0,14.199999809265137,999.0,99.0,99.0
56,1641097600.0,999.0,99.0,99.0,0.6700000166893005,15.380000114440918,6.989999771118164,202.0,9999.0,999.0,14.199999809265137,999.0,99.0,99.0
57,1641099392.0,999.0,99.0,99.0,0.6200000047683716,16.670000076293945,6.559999942779541,222.0,9999.0,999.0,14.199999809265137,999.0,99.0,99.0
58,1641101184.0,999.0,99.0,99.0,0.6800000071525574,15.380000114440918,6.340000152587891,215.0,9999.0,999.0,14.199999809265137,999.0,99.0,99.0
59,1641102976.0,999.0,99.0,99.0,0.6399999856948853,12.5,5.670000076293945,234.0,9999.0,999.0,14.199999809265137,999.0,99.0,99.0
60,1641104768.0,999.0,99.0,99.0,0.6499999761581421,15.380000114440918,5.300000190734863,227.0,9999.0,999.0,14.199999809265137,999.0,99.0,99.0
61,1641106560.0,999.0,99.0,99.0,0.6899999976158142,15.380000114440918,5.309999942779541,206.0,9999.0,999.0,14.300000190734863,999.0,99.0,99.0
