,add_scale1_K1,scale2_mult_K2,scale2_mult_K3,BIC,s1_ls,s2_ls,pk_ls,pk_pr
0,RBF,Per_Arb,RBF,-1850.436279296875,2.7767388820648193,0.10682475566864014,7.26999351172708e-05,0.21595582365989685
